Time,State of Charge (MWh),Charge Take from Hourly Market (MWh),Discharge to Hourly market (MWh),Is Charging in Hourly Market,Charge taken from Half Hourly Market (MWh),Discharge to Half Hourly Market (MWh),Is Charging in Half Hourly Market,Current Degradation (MWh),Total Cycles,Hourly Price (£/MWh),Half Hourly Price (£/MWh),Objective Value (£)
179,1.9072446595295922,0.0,1.0,0.0,0.0,0.0,0.0,0.0008104891190963952,8.104891190963952,76.97,68.09,-499431.6953007451
180,1.2714964396863948,0.0,0.6357482198431974,0.0,0.0,0.0,0.0,0.0008184359718444352,8.184359718444352,72.85,65.26,-499431.6953007451
181,0.6357482198431974,0.0,0.6357482198431974,0.0,0.0,0.0,0.0,0.0008263828245924753,8.263828245924753,72.85,63.78,-499431.6953007451
182,0.4238321465621316,0.0,0.21191607328106582,0.0,0.0,0.0,0.0,0.0008290317755084885,8.290317755084885,61.035,56.04,-499431.6953007451
183,0.21191607328106582,0.0,0.21191607328106582,0.0,0.0,0.0,0.0,0.0008316807264245018,8.316807264245018,61.035,53.69,-499431.6953007451
184,0.14127738218737723,0.0,0.0706386910936886,0.0,0.0,0.0,0.0,0.000832563710063173,8.32563710063173,57.935,52.92,-499431.6953007451
185,0.0706386910936886,0.0,0.0706386910936886,0.0,0.0,0.0,0.0,0.0008334466937018441,8.33446693701844,57.935,50.32,-499431.6953007451
186,0.047092460729125735,0.0,0.023546230364562864,0.0,0.0,0.0,0.0,0.0008337410215814011,8.33741021581401,52.825,49.72,-499431.6953007451
187,0.023546230364562864,0.0,0.023546230364562864,0.0,0.0,0.0,0.0,0.0008340353494609581,8.34035349460958,52.825,46.88,-499431.6953007451
188,0.011773115182281432,0.0,0.005886557591140716,0.0,0.0,0.005886557591140716,0.0,0.0008341825134007366,8.341825134007365,50.03,46.18,-499431.6953007451
189,0.005886557591140716,0.0,0.005886557591140716,0.0,0.0,0.0,0.0,0.0008342560953706258,8.342560953706258,50.03,45.79,-499431.6953007451
190,0.002943278795570358,0.0,0.001471639397785179,0.0,0.0,0.001471639397785179,0.0,0.0008342928863555705,8.342928863555704,45.725,43.21,-499431.6953007451
191,0.001471639397785179,0.0,0.001471639397785179,0.0,0.0,0.0,0.0,0.0008343112818480429,8.343112818480428,45.725,43.53,-499431.6953007451
